length,maxspeed,geometry,highway,cost,incoming_cell,outgoing_cell,lca_res,id
28.215,20.0,"LINESTRING (-122.90557098388672 49.26376724243164, -122.9057388305664 49.26399612426758)",service,5.0787,644733695056301250,644733695056299610,11,10874
73.67999999999999,20.0,"LINESTRING (-122.9057388305664 49.26399612426758, -122.90570831298828 49.264076232910156, -122.90567779541016 49.264198303222656, -122.90565490722656 49.26447677612305, -122.90570831298828 49.264591217041016, -122.90575408935547 49.26464080810547)",service,13.2624,644733695056294028,644733695056299610,10,10875
80.39,20.0,"LINESTRING (-122.9057388305664 49.26399612426758, -122.90635681152344 49.26369094848633, -122.90662384033203 49.2635612487793)",service,14.4702,644733695055719842,644733695056299610,8,10876
198.65000000000003,50.0,"LINESTRING (-122.90575408935547 49.26464080810547, -122.90740203857422 49.26377868652344, -122.90754699707031 49.26370620727539, -122.90767669677734 49.26365280151367, -122.9079360961914 49.26356887817383)",tertiary,14.302800000000001,644733695055712682,644733695056294028,8,10877
73.68,20.0,"LINESTRING (-122.90575408935547 49.26464080810547, -122.90570831298828 49.264591217041016, -122.90565490722656 49.26447677612305, -122.90567779541016 49.264198303222656, -122.90570831298828 49.264076232910156, -122.9057388305664 49.26399612426758)",service,13.262400000000001,644733695056299610,644733695056294028,10,10878
153.033,50.0,"LINESTRING (-122.90575408935547 49.26464080810547, -122.90533447265625 49.26483154296875, -122.9049301147461 49.26498031616211, -122.90469360351562 49.26505661010742, -122.90442657470703 49.265106201171875, -122.90419006347656 49.26512145996094, -122.90400695800781 49.26511001586914, -122.90383911132812 49.26509094238281)",tertiary,11.018375999999998,644733695056235269,644733695056294028,9,10879
62.573,30.0,"LINESTRING (-122.96927642822266 49.26492691040039, -122.9699935913086 49.26491928100586, -122.97013854980469 49.264923095703125)",residential,7.50876,644733694823418146,644733694823373992,9,10880
332.08299999999997,30.0,"LINESTRING (-122.96927642822266 49.26492691040039, -122.96849822998047 49.26493453979492, -122.968505859375 49.26323318481445, -122.96849822998047 49.26316833496094, -122.9684829711914 49.26310729980469, -122.96846008300781 49.263057708740234, -122.96842193603516 49.26300811767578, -122.9683837890625 49.262962341308594, -122.96833801269531 49.262916564941406, -122.9682846069336 49.26287841796875, -122.96819305419922 49.26283264160156, -122.96810150146484 49.262794494628906, -122.96803283691406 49.26277160644531, -122.96794128417969 49.26275634765625, -122.96784973144531 49.26274108886719, -122.9677505493164 49.26273727416992)",residential,39.849959999999996,644733694822650562,644733694823373992,8,10881
203.241,20.0,"LINESTRING (-122.98572540283203 49.282588958740234, -122.98565673828125 49.28441619873047)",service,36.583380000000005,644733694770891594,644733694771749126,8,10882
36.525,30.0,"LINESTRING (-122.98522186279297 49.282588958740234, -122.98572540283203 49.282588958740234)",residential,4.382999999999999,644733694771934097,644733694771749126,9,10883
49.808,30.0,"LINESTRING (-122.98572540283203 49.282588958740234, -122.98627471923828 49.2825927734375, -122.98633575439453 49.2825927734375, -122.98641204833984 49.2825927734375)",residential,5.976959999999999,644733694771726604,644733694771749126,10,10884
79.96600000000001,20.0,"LINESTRING (-122.91019439697266 49.2578125, -122.91044616699219 49.257713317871094, -122.91053771972656 49.2577018737793, -122.91055297851562 49.25770568847656, -122.91056823730469 49.25770950317383, -122.91064453125 49.25772476196289, -122.91083526611328 49.25776290893555, -122.91091918945312 49.257781982421875, -122.9110336303711 49.25780487060547, -122.9111328125 49.25782775878906, -122.91121673583984 49.25784683227539)",service,14.393880000000001,644733726826074701,644733726826085638,10,10885
104.97,20.0,"LINESTRING (-122.91019439697266 49.2578125, -122.91014099121094 49.25772476196289, -122.9101333618164 49.25769805908203, -122.91012573242188 49.25765609741211, -122.91014099121094 49.25754928588867, -122.91015625 49.2574462890625, -122.91015625 49.2574348449707, -122.91015625 49.25741958618164, -122.91016387939453 49.25737380981445, -122.91016387939453 49.257328033447266, -122.91014099121094 49.257293701171875, -122.91004180908203 49.25716781616211, -122.91001892089844 49.25714874267578, -122.90995788574219 49.25707244873047, -122.90988159179688 49.256980895996094, -122.90985870361328 49.25695037841797, -122.90985107421875 49.256927490234375)","['service', 'living_street']",18.8946,644733726826043629,644733726826085638,9,10886
40.659000000000006,20.0,"LINESTRING (-122.91019439697266 49.2578125, -122.91022491455078 49.25790786743164, -122.91023254394531 49.25794219970703, -122.91024017333984 49.25799560546875, -122.91014099121094 49.25816345214844)",service,7.318620000000001,644733726825958235,644733726826085638,9,10887
79.966,20.0,"LINESTRING (-122.91121673583984 49.25784683227539, -122.9111328125 49.25782775878906, -122.9110336303711 49.25780487060547, -122.91091918945312 49.257781982421875, -122.91083526611328 49.25776290893555, -122.91064453125 49.25772476196289, -122.91056823730469 49.25770950317383, -122.91055297851562 49.25770568847656, -122.91053771972656 49.2577018737793, -122.91044616699219 49.257713317871094, -122.91019439697266 49.2578125)",service,14.39388,644733726826085638,644733726826074701,10,10888
352.602,20.0,"LINESTRING (-122.98116302490234 49.27116394042969, -122.98107147216797 49.27116394042969, -122.97630310058594 49.27115249633789)",service,63.46836,644733694717151504,644733694713017580,7,10889
50.519999999999996,50.0,"LINESTRING (-122.98116302490234 49.27116394042969, -122.98114776611328 49.27157211303711, -122.98115539550781 49.2716178894043)",tertiary,3.63744,644733694713105265,644733694713017580,9,10890
49.629,50.0,"LINESTRING (-122.98116302490234 49.27116394042969, -122.98116302490234 49.270774841308594, -122.98116302490234 49.27071762084961)",tertiary,3.573288,644733694713005403,644733694713017580,10,10891
51.325,20.0,"LINESTRING (-122.97630310058594 49.27115249633789, -122.97630310058594 49.27125549316406, -122.97630310058594 49.27156066894531, -122.97630310058594 49.27161407470703)",service,9.2385,644733694717135008,644733694717151504,10,10892
49.20399999999999,20.0,"LINESTRING (-122.97630310058594 49.27115249633789, -122.97630310058594 49.270755767822266, -122.97630310058594 49.27070999145508)",service,8.85672,644733694724924061,644733694717151504,7,10893
352.602,20.0,"LINESTRING (-122.97630310058594 49.27115249633789, -122.98107147216797 49.27116394042969, -122.98116302490234 49.27116394042969)",service,63.46836,644733694713017580,644733694717151504,7,10894
63.32299999999999,20.0,"LINESTRING (-122.90568542480469 49.25782775878906, -122.90579223632812 49.25780487060547, -122.90583038330078 49.2578010559082, -122.9058609008789 49.257816314697266, -122.9058837890625 49.25785446166992, -122.90593719482422 49.257999420166016, -122.90596008300781 49.258052825927734, -122.90602111816406 49.25809860229492, -122.90605163574219 49.25812530517578, -122.90607452392578 49.25814437866211, -122.90611267089844 49.258174896240234, -122.90615844726562 49.25820541381836)",service,11.39814,644733726825997329,644733726825692460,8,10895
345.954,20.0,"LINESTRING (-122.97010803222656 49.2729606628418, -122.96533966064453 49.2729377746582)",service,62.27172,644733694815098160,644733694717218984,6,10896
350.374,20.0,"LINESTRING (-122.97010803222656 49.2729606628418, -122.97020721435547 49.2729606628418, -122.97493743896484 49.27296829223633)",service,63.06732000000001,644733694715777858,644733694717218984,8,10897
50.056000000000004,50.0,"LINESTRING (-122.97010803222656 49.2729606628418, -122.97010040283203 49.27336120605469, -122.97010040283203 49.27341079711914)",tertiary,3.604032,644733694717204273,644733694717218984,10,10898
50.900999999999996,50.0,"LINESTRING (-122.97010803222656 49.2729606628418, -122.97010803222656 49.27256393432617, -122.97010803222656 49.27250289916992)",tertiary,3.6648719999999995,644733694717341979,644733694717218984,9,10899
50.537,20.0,"LINESTRING (-122.97493743896484 49.27296829223633, -122.97494506835938 49.27311325073242, -122.97492980957031 49.27337646484375, -122.97493743896484 49.27342224121094)",service,9.09666,644733694715761238,644733694715777858,10,10900
350.374,20.0,"LINESTRING (-122.97493743896484 49.27296829223633, -122.97020721435547 49.2729606628418, -122.97010803222656 49.2729606628418)",service,63.06732000000001,644733694717218984,644733694715777858,8,10901
50.476000000000006,20.0,"LINESTRING (-122.97493743896484 49.27296829223633, -122.97493743896484 49.272762298583984, -122.97493743896484 49.27256393432617, -122.97493743896484 49.27251434326172)",service,9.085680000000002,644733694716721868,644733694715777858,8,10902
136.22099999999998,30.0,"LINESTRING (-122.95670318603516 49.28315353393555, -122.9568862915039 49.28311538696289, -122.9582290649414 49.28281021118164, -122.95832824707031 49.28279495239258, -122.9583969116211 49.28278732299805, -122.95848846435547 49.282779693603516)",residential,16.346519999999995,644733694745141518,644733694745207217,9,10903
124.528,30.0,"LINESTRING (-122.99365997314453 49.28545379638672, -122.99358367919922 49.285457611083984, -122.99202728271484 49.28544998168945, -122.991943359375 49.28544998168945)",residential,14.94336,644733694770488749,644733694770529586,9,10904
214.261,50.0,"LINESTRING (-122.99365997314453 49.28545379638672, -122.99315643310547 49.28493118286133, -122.9927978515625 49.284576416015625, -122.99268341064453 49.28446578979492, -122.99229431152344 49.284114837646484, -122.99208068847656 49.28394317626953, -122.99199676513672 49.28386306762695)",tertiary,15.426791999999999,644733694770327733,644733694770529586,8,10905
106.773,50.0,"LINESTRING (-122.99365997314453 49.28545379638672, -122.99430084228516 49.28605651855469, -122.99433898925781 49.28607940673828, -122.994384765625 49.286094665527344, -122.99446868896484 49.28609848022461, -122.99452209472656 49.28609848022461, -122.99462890625 49.28609848022461)",tertiary,7.687656,644733694770516867,644733694770529586,10,10906
27.145,20.0,"LINESTRING (-122.89643096923828 49.254539489746094, -122.89680480957031 49.254547119140625)",service,4.8861,644733726830386337,644733726830379221,10,10907
28.307000000000002,20.0,"LINESTRING (-122.89643096923828 49.254539489746094, -122.89636993408203 49.25455856323242, -122.89633178710938 49.25458908081055, -122.89630126953125 49.2546501159668, -122.89630126953125 49.254756927490234)",service,5.095260000000001,644733726830365749,644733726830379221,10,10908
57.525,20.0,"LINESTRING (-122.89643096923828 49.254539489746094, -122.89643859863281 49.25434875488281, -122.89643096923828 49.2542724609375, -122.8963851928711 49.25420379638672, -122.89624786376953 49.25414276123047, -122.89616394042969 49.25410461425781)",service,10.3545,644733726830503195,644733726830379221,9,10909
27.145,20.0,"LINESTRING (-122.89643096923828 49.254539489746094, -122.89680480957031 49.254547119140625)",service,4.8861,644733726830379221,644733726830386337,10,10910
34.973,20.0,"LINESTRING (-122.90740966796875 49.264381408691406, -122.90727233886719 49.26445770263672, -122.9072265625 49.264652252197266)",service,6.29514,644733695056336300,644733695055705649,8,10911
32.694,20.0,"LINESTRING (-122.9072265625 49.264652252197266, -122.90682220458984 49.2647819519043)",service,5.884920000000001,644733695056317486,644733695056336300,10,10912
56.54599999999999,20.0,"LINESTRING (-122.9072265625 49.264652252197266, -122.9073715209961 49.26484680175781, -122.90729522705078 49.26509094238281, -122.9073257446289 49.26512908935547)",service,10.178279999999999,644733695056319715,644733695056336300,10,10913
34.973,20.0,"LINESTRING (-122.9072265625 49.264652252197266, -122.90727233886719 49.26445770263672, -122.90740966796875 49.264381408691406)",service,6.29514,644733695055705649,644733695056336300,8,10914
107.655,30.0,"LINESTRING (-122.91094207763672 49.27758026123047, -122.91238403320312 49.277809143066406)",living_street,12.9186,644733695069728018,644733695049864098,6,10915
53.577,30.0,"LINESTRING (-122.91094207763672 49.27758026123047, -122.91080474853516 49.277957916259766, -122.91077423095703 49.27804946899414)",residential,6.429239999999999,644733695049918349,644733695049864098,9,10916
123.397,30.0,"LINESTRING (-122.91094207763672 49.27758026123047, -122.90937042236328 49.277320861816406, -122.90934753417969 49.27731704711914, -122.90929412841797 49.277305603027344)",living_street,14.80764,644733695049947485,644733695049864098,9,10917
167.266,20.0,"LINESTRING (-122.99627685546875 49.269691467285156, -122.996337890625 49.26970291137695, -122.99789428710938 49.270755767822266)",service,30.107879999999998,644733694722836484,644733694721989313,8,10918
58.675000000000004,30.0,"LINESTRING (-122.99627685546875 49.269691467285156, -122.99600982666016 49.27009201049805, -122.99598693847656 49.27012634277344, -122.99595642089844 49.27017593383789)",residential,7.041,644733694722041621,644733694721989313,9,10919
296.037,20.0,"LINESTRING (-122.99627685546875 49.269691467285156, -122.99620819091797 49.26967239379883, -122.99413299560547 49.269657135009766, -122.99227905273438 49.269657135009766, -122.99220275878906 49.269657135009766)",service,53.28666,644733694722656610,644733694721989313,8,10920
52.696,30.0,"LINESTRING (-122.99627685546875 49.269691467285156, -122.99651336669922 49.269309997558594, -122.99655151367188 49.26925277709961)",residential,6.323519999999999,644733694721927556,644733694721989313,9,10921
52.989000000000004,20.0,"LINESTRING (-122.99789428710938 49.270755767822266, -122.99728393554688 49.270912170410156, -122.9972152709961 49.270931243896484)",service,9.538020000000001,644733694722860553,644733694722836484,10,10922
167.266,20.0,"LINESTRING (-122.99789428710938 49.270755767822266, -122.996337890625 49.26970291137695, -122.99627685546875 49.269691467285156)",service,30.107879999999998,644733694721989313,644733694722836484,8,10923
57.367999999999995,20.0,"LINESTRING (-122.99789428710938 49.270755767822266, -122.99857330322266 49.27060317993164, -122.99864196777344 49.27058792114258)",service,10.32624,644733694722857810,644733694722836484,10,10924
118.24200000000002,50.0,"LINESTRING (-122.92035675048828 49.26475143432617, -122.92051696777344 49.264774322509766, -122.92113494873047 49.26484298706055, -122.92134857177734 49.26484680175781, -122.921630859375 49.264827728271484, -122.92195892333984 49.264766693115234)",tertiary,8.513424,644733726847705941,644733726847765635,9,10925
58.865,20.0,"LINESTRING (-122.92035675048828 49.26475143432617, -122.92037963867188 49.26468276977539, -122.92039489746094 49.2646369934082, -122.92044830322266 49.26457977294922, -122.92056274414062 49.26453399658203, -122.92057800292969 49.264530181884766, -122.92066955566406 49.26443862915039, -122.920654296875 49.26430130004883)",service,10.5957,644733726847781091,644733726847765635,10,10926
112.08600000000001,50.0,"LINESTRING (-122.92035675048828 49.26475143432617, -122.91973114013672 49.26465606689453, -122.91936492919922 49.264610290527344, -122.9188461303711 49.26454162597656)",tertiary,8.070192,644733726847739476,644733726847765635,9,10927
5.514,30.0,"LINESTRING (-122.99647521972656 49.25252151489258, -122.99647521972656 49.25257110595703)",residential,0.6616799999999999,644733694789819301,644733694789818465,11,10928
21.799,20.0,"LINESTRING (-122.99647521972656 49.25252151489258, -122.99677276611328 49.25249481201172)",service,3.92382,644733694789986052,644733694789818465,9,10929
136.265,20.0,"LINESTRING (-122.99647521972656 49.25252151489258, -122.99647521972656 49.2521858215332, -122.99629974365234 49.252037048339844, -122.9959716796875 49.25175857543945, -122.99553680419922 49.2519645690918)",service,24.5277,644733694789831978,644733694789818465,10,10930
59.755,20.0,"LINESTRING (-122.99647521972656 49.25252151489258, -122.99652862548828 49.252403259277344, -122.99652862548828 49.25220489501953, -122.99652862548828 49.252105712890625, -122.99665832519531 49.25202560424805)",service,10.7559,644733694790001989,644733694789818465,9,10931
21.209,30.0,"LINESTRING (-122.99647521972656 49.25257110595703, -122.99647521972656 49.25276184082031)",residential,2.5450799999999996,644733694789816837,644733694789819301,11,10932
5.514,30.0,"LINESTRING (-122.99647521972656 49.25252151489258, -122.99647521972656 49.25257110595703)",residential,0.6616799999999999,644733694789818465,644733694789819301,11,10933
37.332,30.0,"LINESTRING (-122.99647521972656 49.25276184082031, -122.99646759033203 49.25309753417969)",residential,4.479839999999999,644733694789870387,644733694789816837,9,10934
21.209,30.0,"LINESTRING (-122.99647521972656 49.25257110595703, -122.99647521972656 49.25276184082031)",residential,2.5450799999999996,644733694789819301,644733694789816837,11,10935
41.072,20.0,"LINESTRING (-122.99647521972656 49.25276184082031, -122.99618530273438 49.25269317626953, -122.99594116210938 49.25263977050781)",service,7.39296,644733694789812820,644733694789816837,10,10936
6.787,30.0,"LINESTRING (-122.99646759033203 49.25309753417969, -122.99646759033203 49.25315856933594)",residential,0.8144399999999999,644733694789870100,644733694789870387,12,10937
37.332,30.0,"LINESTRING (-122.99647521972656 49.25276184082031, -122.99646759033203 49.25309753417969)",residential,4.479839999999999,644733694789816837,644733694789870387,9,10938
23.811,20.0,"LINESTRING (-122.99646759033203 49.25309753417969, -122.9963150024414 49.25309753417969, -122.99613952636719 49.25309753417969)",service,4.28598,644733694789870637,644733694789870387,11,10939
44.538,30.0,"LINESTRING (-122.99646759033203 49.25315856933594, -122.99646759033203 49.25355911254883)",residential,5.3445599999999995,644733694789854090,644733694789870100,10,10940
6.787,30.0,"LINESTRING (-122.99646759033203 49.25309753417969, -122.99646759033203 49.25315856933594)",residential,0.8144399999999999,644733694789870387,644733694789870100,12,10941
21.604,20.0,"LINESTRING (-122.99646759033203 49.25315856933594, -122.99661254882812 49.2531623840332, -122.99676513671875 49.2531623840332)",service,3.88872,644733694789848298,644733694789870100,10,10942
22.064,30.0,"LINESTRING (-122.99646759033203 49.25355911254883, -122.9964599609375 49.25375747680664)",residential,2.64768,644733694782097606,644733694789854090,7,10943
44.538,30.0,"LINESTRING (-122.99646759033203 49.25315856933594, -122.99646759033203 49.25355911254883)",residential,5.3445599999999995,644733694789870100,644733694789854090,10,10944
24.364,20.0,"LINESTRING (-122.99646759033203 49.25355911254883, -122.99630737304688 49.25355911254883, -122.99613189697266 49.25355911254883)",service,4.3855200000000005,644733694789854404,644733694789854090,11,10945
19.088,30.0,"LINESTRING (-122.9964599609375 49.25375747680664, -122.9964599609375 49.253929138183594)",residential,2.29056,644733694782096307,644733694782097606,11,10946
94.711,20.0,"LINESTRING (-122.9964599609375 49.25375747680664, -122.99776458740234 49.25377655029297)",service,17.04798,644733694809565912,644733694782097606,6,10947
22.064,30.0,"LINESTRING (-122.99646759033203 49.25355911254883, -122.9964599609375 49.25375747680664)",residential,2.64768,644733694789854090,644733694782097606,7,10948
37.327,30.0,"LINESTRING (-122.9964599609375 49.253929138183594, -122.9964599609375 49.25426483154297)",residential,4.47924,644733694782078984,644733694782096307,10,10949
19.088,30.0,"LINESTRING (-122.9964599609375 49.25375747680664, -122.9964599609375 49.253929138183594)",residential,2.29056,644733694782097606,644733694782096307,11,10950
27.695,20.0,"LINESTRING (-122.9964599609375 49.253929138183594, -122.99632263183594 49.25392532348633, -122.99607849121094 49.25392532348633)",service,4.9851,644733694782096546,644733694782096307,11,10951
19.938,20.0,"LINESTRING (-122.9964599609375 49.25426483154297, -122.99673461914062 49.254268646240234)",service,3.58884,644733694782086576,644733694782078984,10,10952
37.327,30.0,"LINESTRING (-122.9964599609375 49.253929138183594, -122.9964599609375 49.25426483154297)",residential,4.47924,644733694782096307,644733694782078984,10,10953
41.999,30.0,"LINESTRING (-122.9964599609375 49.25426483154297, -122.99645233154297 49.2545166015625, -122.99645233154297 49.25455856323242, -122.99645233154297 49.254642486572266)",residential,5.03988,644733694782091313,644733694782078984,10,10954
28.253999999999998,20.0,"LINESTRING (-122.9964599609375 49.25426483154297, -122.99630737304688 49.2542610168457, -122.9960708618164 49.25425720214844)",service,5.085719999999999,644733694782104297,644733694782078984,10,10955
115.563,60.0,"LINESTRING (-122.99645233154297 49.254642486572266, -122.99658203125 49.25469970703125, -122.99713134765625 49.25469207763672, -122.99785614013672 49.25468826293945, -122.99789428710938 49.25468826293945, -122.99801635742188 49.25469970703125)",secondary,6.93378,644733694782133573,644733694782091313,9,10956
114.629,60.0,"LINESTRING (-122.99645233154297 49.254642486572266, -122.99555969238281 49.254642486572266, -122.99544525146484 49.254642486572266, -122.99524688720703 49.254638671875, -122.994873046875 49.254634857177734)",secondary,6.87774,644733694782144619,644733694782091313,9,10957
41.999,30.0,"LINESTRING (-122.99645233154297 49.254642486572266, -122.99645233154297 49.25455856323242, -122.99645233154297 49.2545166015625, -122.9964599609375 49.25426483154297)",residential,5.03988,644733694782078984,644733694782091313,10,10958
48.356,30.0,"LINESTRING (-122.95594787597656 49.279483795166016, -122.95594787597656 49.2799186706543)",residential,5.80272,644733694758010888,644733694757994694,10,10959
45.387,30.0,"LINESTRING (-122.95594787597656 49.2799186706543, -122.95594787597656 49.28025817871094, -122.95594787597656 49.28028106689453, -122.95594787597656 49.28032684326172)",residential,5.44644,644733694758006998,644733694757994694,10,10960
201.523,20.0,"LINESTRING (-122.95594787597656 49.2799186706543, -122.9540786743164 49.2799072265625, -122.95403289794922 49.2798957824707, -122.95401763916016 49.27986526489258, -122.95399475097656 49.27975082397461, -122.95397186279297 49.27972412109375, -122.95393371582031 49.27970886230469, -122.95349884033203 49.27969741821289, -122.9533920288086 49.27969741821289)",service,36.27414,644733694758032813,644733694757994694,9,10961
11.453,30.0,"LINESTRING (-122.95594787597656 49.28032684326172, -122.95594787597656 49.28042984008789)",residential,1.3743599999999998,644733694758008328,644733694758006998,11,10962
185.411,50.0,"LINESTRING (-122.95594787597656 49.28032684326172, -122.95457458496094 49.280330657958984, -122.95355224609375 49.28033447265625, -122.95352172851562 49.28033447265625, -122.9533920288086 49.280330657958984)",secondary,13.349592,644733694757919428,644733694758006998,9,10963
45.387,30.0,"LINESTRING (-122.95594787597656 49.28032684326172, -122.95594787597656 49.28028106689453, -122.95594787597656 49.28025817871094, -122.95594787597656 49.2799186706543)",residential,5.44644,644733694757994694,644733694758006998,10,10964
37.636,50.0,"LINESTRING (-122.95594787597656 49.28042984008789, -122.95646667480469 49.280426025390625)",secondary,2.709792,644733694746255540,644733694758008328,7,10965
11.453,30.0,"LINESTRING (-122.95594787597656 49.28032684326172, -122.95594787597656 49.28042984008789)",residential,1.3743599999999998,644733694758006998,644733694758008328,11,10966
106.742,20.0,"LINESTRING (-122.90962219238281 49.26310729980469, -122.90882110595703 49.263267517089844, -122.90850830078125 49.263328552246094, -122.90841674804688 49.263389587402344, -122.9084243774414 49.26343536376953, -122.9084243774414 49.26350402832031)",service,19.21356,644733695055652513,644733695055650125,10,10967
87.051,50.0,"LINESTRING (-122.9084243774414 49.26350402832031, -122.90865325927734 49.26350784301758, -122.90962219238281 49.263545989990234)",tertiary,6.267672,644733695055633476,644733695055652513,10,10968
106.74199999999999,20.0,"LINESTRING (-122.9084243774414 49.26350402832031, -122.9084243774414 49.26343536376953, -122.90841674804688 49.263389587402344, -122.90850830078125 49.263328552246094, -122.90882110595703 49.263267517089844, -122.90962219238281 49.26310729980469)",service,19.213559999999998,644733695055650125,644733695055652513,10,10969
36.245000000000005,50.0,"LINESTRING (-122.9084243774414 49.26350402832031, -122.90816497802734 49.263526916503906, -122.9079360961914 49.26356887817383)",tertiary,2.60964,644733695055712682,644733695055652513,9,10970
344.306,20.0,"LINESTRING (-122.96534729003906 49.270240783691406, -122.9700927734375 49.2702522277832)",service,61.97508,644733694814310612,644733694814474752,8,10971
401.89500000000004,20.0,"LINESTRING (-122.9700927734375 49.2702522277832, -122.97019958496094 49.2702522277832, -122.97557067871094 49.270263671875, -122.97563171386719 49.270267486572266)",service,72.34110000000001,644733694724880779,644733694814474752,6,10972
49.632000000000005,50.0,"LINESTRING (-122.9700927734375 49.2702522277832, -122.97010040283203 49.27064514160156, -122.97010040283203 49.27069854736328)",tertiary,3.5735040000000002,644733694814458611,644733694814474752,10,10973
50.905,50.0,"LINESTRING (-122.9700927734375 49.2702522277832, -122.97010040283203 49.26985168457031, -122.97010040283203 49.26979446411133)",tertiary,3.66516,644733694814597929,644733694814474752,9,10974
48.848,30.0,"LINESTRING (-122.97563171386719 49.270267486572266, -122.97563171386719 49.27062225341797, -122.97563934326172 49.27065658569336, -122.97563171386719 49.27070617675781)",residential,5.861759999999999,644733694716860561,644733694724880779,7,10975
401.89500000000004,20.0,"LINESTRING (-122.97563171386719 49.270267486572266, -122.97557067871094 49.270263671875, -122.97019958496094 49.2702522277832, -122.9700927734375 49.2702522277832)",service,72.34110000000001,644733694814474752,644733694724880779,6,10976
401.374,20.0,"LINESTRING (-122.97563171386719 49.270267486572266, -122.9757080078125 49.270263671875, -122.97643280029297 49.27025604248047, -122.97694396972656 49.2702522277832, -122.9778060913086 49.27025604248047, -122.9782485961914 49.27025604248047, -122.97891235351562 49.27025604248047, -122.98068237304688 49.2702522277832, -122.9810791015625 49.270259857177734, -122.98116302490234 49.270263671875)",service,72.24732,644733694713020822,644733694724880779,7,10977
51.329,30.0,"LINESTRING (-122.97563171386719 49.270267486572266, -122.97563934326172 49.2698974609375, -122.97563934326172 49.26985549926758, -122.97563934326172 49.269805908203125)",residential,6.159479999999999,644733694724868403,644733694724880779,10,10978
199.12800000000001,20.0,"LINESTRING (-122.89567565917969 49.25659942626953, -122.8956069946289 49.25659942626953, -122.89361572265625 49.256591796875, -122.89361572265625 49.25699234008789, -122.89361572265625 49.25703811645508)",service,35.84304,644733726830938038,644733726829527854,8,10979
51.866,30.0,"LINESTRING (-122.89567565917969 49.25659942626953, -122.89585876464844 49.256248474121094, -122.89586639404297 49.25621032714844, -122.89586639404297 49.25615310668945)",residential,6.22392,644733726830476579,644733726829527854,8,10980
53.597,30.0,"LINESTRING (-122.89567565917969 49.25659942626953, -122.89546966552734 49.256996154785156, -122.89546966552734 49.25700378417969, -122.89543151855469 49.25705337524414)",residential,6.43164,644733726829512454,644733726829527854,10,10981
292.907,20.0,"LINESTRING (-122.89567565917969 49.25659942626953, -122.895751953125 49.25659942626953, -122.89876556396484 49.256622314453125, -122.89884185791016 49.256614685058594, -122.89891052246094 49.25658416748047, -122.89933776855469 49.256221771240234, -122.89937591552734 49.25617218017578)",service,52.723259999999996,644733726830712331,644733726829527854,8,10982
67.373,30.0,"LINESTRING (-122.95263671875 49.26908874511719, -122.95316314697266 49.26908874511719, -122.95342254638672 49.26912307739258, -122.95343780517578 49.26912307739258, -122.95355987548828 49.269126892089844)",residential,8.08476,644733694819437270,644733694819461027,10,10983
77.202,50.0,"LINESTRING (-122.95355987548828 49.269126892089844, -122.95355224609375 49.26982116699219)",tertiary,5.5585439999999995,644733694819556276,644733694819437270,9,10984
67.373,30.0,"LINESTRING (-122.95355987548828 49.269126892089844, -122.95343780517578 49.26912307739258, -122.95342254638672 49.26912307739258, -122.95316314697266 49.26908874511719, -122.95263671875 49.26908874511719)",residential,8.08476,644733694819461027,644733694819437270,10,10985
129.25300000000001,50.0,"LINESTRING (-122.95355987548828 49.269126892089844, -122.95356750488281 49.26860427856445, -122.95356750488281 49.268516540527344, -122.95355987548828 49.268428802490234, -122.95355224609375 49.26839065551758, -122.95354461669922 49.26835250854492, -122.95352935791016 49.268306732177734, -122.9535140991211 49.26825714111328, -122.95343780517578 49.268070220947266, -122.95342254638672 49.268035888671875, -122.9533920288086 49.26797866821289)",tertiary,9.306216000000001,644733694819590928,644733694819437270,9,10986
130.635,20.0,"LINESTRING (-122.97879028320312 49.27298355102539, -122.97706604003906 49.272972106933594, -122.97698974609375 49.272972106933594)",service,23.5143,644733694717053057,644733694716971016,9,10987
247.295,20.0,"LINESTRING (-122.97879028320312 49.27298355102539, -122.9787826538086 49.275150299072266, -122.9787826538086 49.27520751953125)",service,44.5131,644733694716061443,644733694716971016,8,10988
50.931,20.0,"LINESTRING (-122.97879028320312 49.27298355102539, -122.97943115234375 49.27297592163086, -122.9794921875 49.27297592163086)",service,9.16758,644733694716990050,644733694716971016,10,10989
53.446000000000005,30.0,"LINESTRING (-122.9781723022461 49.28081512451172, -122.9781723022461 49.28047180175781, -122.9781723022461 49.28044891357422, -122.9781723022461 49.28033447265625)",residential,6.41352,644733694718263332,644733694718247155,10,10990
48.148,20.0,"LINESTRING (-122.9781723022461 49.28081512451172, -122.97808074951172 49.28081512451172, -122.97805786132812 49.28081512451172, -122.97750854492188 49.28081512451172)",service,8.666640000000001,644733694718273165,644733694718247155,10,10991
194.737,30.0,"LINESTRING (-122.9781723022461 49.28081512451172, -122.97814178466797 49.28251647949219, -122.97813415527344 49.28256607055664)",residential,23.368439999999996,644733694775614056,644733694718247155,6,10992
38.74,70.0,"LINESTRING (-122.9781723022461 49.28033447265625, -122.9776382446289 49.28033447265625)",primary,1.9923428571428574,644733694718449513,644733694718263332,9,10993
50.915,70.0,"LINESTRING (-122.97887420654297 49.28033447265625, -122.9781723022461 49.28033447265625)",primary,2.6184857142857143,644733694718269762,644733694718263332,10,10994
